lesson,q_type,term,line,prompt,correct,wrong1,wrong2,wrong3,option_images,tokens,audio,note,speaker,speaker_emotion
地味にイラッとした本音,mcq,pressed,Why are you so ____?　(なんでそんな焦ってんの？),空欄に入るのは?,pressed,jelly,beat,salty,,,pressed.mp3,なんでそんな焦ってんの？ / 例: Why are you so ____? / 訳: なんでそんな焦ってんの？ / 由来: 「押さえつけられた」= イライラ、ピリピリ、焦ってるって意味。「なんでそんなカリカリしてるの?」って言いたい時「Why you so pressed?」って使うよ。,saltmon,idle
地味にイラッとした本音,listen,pressed,pressed,何と言っていますか?,pressed,blessed,,,,,pressed.mp3,イライラ／焦ってる / 例: Why are you so pressed? / 訳: なんでそんな焦ってんの？ / 由来: 「押さえつけられた」= イライラ、ピリピリ、焦ってるって意味。「なんでそんなカリカリしてるの?」って言いたい時「Why you so pressed?」って使うよ。,saltmon,idle
地味にイラッとした本音,mcq_image,pressed,pressed,「pressed」に合う意味は?,😰 イライラ／焦ってる,😬 イタい／見てられない,👍 いいね！／了解,💬 うらやましい,,,pressed.mp3,イライラ／焦ってる / 例: Why are you so pressed? / 訳: なんでそんな焦ってんの？ / 由来: 「押さえつけられた」= イライラ、ピリピリ、焦ってるって意味。「なんでそんなカリカリしてるの?」って言いたい時「Why you so pressed?」って使うよ。,saltmon,idle
地味にイラッとした本音,mcq,so annoying,so annoying,「so annoying」の意味は?,むかつく・うざい,拗ねてる／不機嫌,salty,うらやましい,,,so-annoying.mp3,むかつく・うざい / 例: That's so annoying. / 訳: それむかつく。 / 由来: 「めっちゃウザい!」って定番のイライラ表現。人にも状況にも使えて超便利。,saltmon,idle
地味にイラッとした本音,mcq,so annoying,That's _____.　(それむかつく。),空欄に入るのは?,so annoying,Not fair,That's the tea,Dope,,,so-annoying.mp3,むかつく・うざい / 例: That's So annoying. / 訳: それむかつく。 / 由来: 「めっちゃウザい!」って定番のイライラ表現。人にも状況にも使えて超便利。,saltmon,idle
地味にイラッとした本音,listen,so annoying,so annoying,何と言っていますか?,so annoying,So annoyed,,,,,so-annoying.mp3,むかつく・うざい / 例: That's so annoying. / 訳: それむかつく。 / 由来: 「めっちゃウザい!」って定番のイライラ表現。人にも状況にも使えて超便利。,saltmon,idle
地味にイラッとした本音,mcq_image,so annoying,so annoying,「so annoying」に合う意味は?,😤 むかつく・うざい,💬 決定的瞬間を捉えられた,💖 それ好き・いいね,💬 I'm deadの強化版）,,,so-annoying.mp3,むかつく・うざい / 例: That's so annoying. / 訳: それむかつく。 / 由来: 「めっちゃウザい!」って定番のイライラ表現。人にも状況にも使えて超便利。,saltmon,idle
遅刻ピンチの言い訳集,mcq,I'm running late,I'm running late,「I'm running late」の意味は?,遅れそう,I'm running late,遅れちゃった／遅れそう,I'm running behind,,,i-m-running-late.mp3,遅れそう / 例: I'm running late. Be there soon. / 訳: ちょっと遅れそう。すぐ行くよ。 / 由来: 「予定に走って追いつこうとしてる=遅れそう」の意味。ビジネスでもプライベートでも使える万能フレーズ。,latemon,idle
遅刻ピンチの言い訳集,mcq,I'm running late,____. Be there soon.　(ちょっと遅れそう。すぐ行くよ。),空欄に入るのは?,I'm running late,I got you,low-key freaking out,hits different,,,i-m-running-late.mp3,ちょっと遅れそう。すぐ行くよ。 / 例: ____. Be there soon. / 訳: ちょっと遅れそう。すぐ行くよ。 / 由来: 「予定に走って追いつこうとしてる=遅れそう」の意味。ビジネスでもプライベートでも使える万能フレーズ。,latemon,idle
遅刻ピンチの言い訳集,listen,I'm running late,I'm running late,何と言っていますか?,I'm running late,I'm running lake,,,,,i-m-running-late.mp3,遅れそう / 例: I'm running late. Be there soon. / 訳: ちょっと遅れそう。すぐ行くよ。 / 由来: 「予定に走って追いつこうとしてる=遅れそう」の意味。ビジネスでもプライベートでも使える万能フレーズ。,latemon,idle
遅刻ピンチの言い訳集,mcq_image,I'm running late,I'm running late,「I'm running late」に合う意味は?,⏰ ⏰ ⏰ 遅れそう,💬 完璧だった／すごかった,💬 あなたがそう言うなら,💬 そりゃそうだね／一理ある,,,i-m-running-late.mp3,遅れそう / 例: I'm running late. Be there soon. / 訳: ちょっと遅れそう。すぐ行くよ。 / 由来: 「予定に走って追いつこうとしてる=遅れそう」の意味。ビジネスでもプライベートでも使える万能フレーズ。,latemon,idle
遅刻ピンチの言い訳集,mcq,I'm running behind,I'm running behind,「I'm running behind」の意味は?,遅れちゃった／遅れそう,遅れそう,I'm running late,I'm running behind,,,i-m-running-behind.mp3,"遅れちゃった／遅れそう / 例: Sorry, I'm running behind. / 訳: ごめん、遅れちゃった。 / 由来: 「予定より後ろを走ってる=スケジュールが押してる」。「running late」より少し丁寧で、仕事や医者の予約で「少しお待ちください」って伝える時にも使うよ。",latemon,idle
遅刻ピンチの言い訳集,mcq,I'm running behind,"Sorry, ____.　(ごめん、遅れちゃった。)",空欄に入るのは?,I'm running behind,I'm dead,that's for sure,that's valid,,,i-m-running-behind.mp3,"ごめん、遅れちゃった。 / 例: Sorry, ____. / 訳: ごめん、遅れちゃった。 / 由来: 「予定より後ろを走ってる=スケジュールが押してる」。「running late」より少し丁寧で、仕事や医者の予約で「少しお待ちください」って伝える時にも使うよ。",latemon,idle
遅刻ピンチの言い訳集,listen,I'm running behind,I'm running behind,何と言っていますか?,I'm running behind,I'm running be kind,,,,,i-m-running-behind.mp3,"遅れちゃった／遅れそう / 例: Sorry, I'm running behind. / 訳: ごめん、遅れちゃった。 / 由来: 「予定より後ろを走ってる=スケジュールが押してる」。「running late」より少し丁寧で、仕事や医者の予約で「少しお待ちください」って伝える時にも使うよ。",latemon,idle
遅刻ピンチの言い訳集,mcq_image,I'm running behind,I'm running behind,「I'm running behind」に合う意味は?,🐢 ⏰ 遅れちゃった／遅れそう,😳 やばすぎ／常識外れ,💬 悪くないよ／なかなか,😂 面白すぎ／爆笑,,,i-m-running-behind.mp3,"遅れちゃった／遅れそう / 例: Sorry, I'm running behind. / 訳: ごめん、遅れちゃった。 / 由来: 「予定より後ろを走ってる=スケジュールが押してる」。「running late」より少し丁寧で、仕事や医者の予約で「少しお待ちください」って伝える時にも使うよ。",latemon,idle
遅刻ピンチの言い訳集,mcq,my bad,my bad,「my bad」の意味は?,ごめんね・私のミス,遅れそう,I'm running late,遅れちゃった／遅れそう,,,my-bad.mp3,"ごめんね・私のミス / 例: My bad, I forgot. / 訳: ごめん、忘れてた。 / 由来: 「私の悪(=私のミス)」って軽く謝る言い方。ゲームやスポーツでちょっとしたミスをした時に、深刻にならずに「MB!(ごめん!)」って謝る感じ。",latemon,idle
遅刻ピンチの言い訳集,mcq,my bad,"_____, I forgot.　(ごめん、忘れてた。)",空欄に入るのは?,my bad,Squad,Highkey,I dig it,,,my-bad.mp3,"ごめんね・私のミス / 例: My bad, I forgot. / 訳: ごめん、忘れてた。 / 由来: 「私の悪(=私のミス)」って軽く謝る言い方。ゲームやスポーツでちょっとしたミスをした時に、深刻にならずに「MB!(ごめん!)」って謝る感じ。",latemon,idle
遅刻ピンチの言い訳集,listen,my bad,my bad,何と言っていますか?,my bad,My bat,,,,,my-bad.mp3,"ごめんね・私のミス / 例: My bad, I forgot. / 訳: ごめん、忘れてた。 / 由来: 「私の悪(=私のミス)」って軽く謝る言い方。ゲームやスポーツでちょっとしたミスをした時に、深刻にならずに「MB!(ごめん!)」って謝る感じ。",latemon,idle
遅刻ピンチの言い訳集,mcq_image,my bad,my bad,「my bad」に合う意味は?,🙇 ごめんね・私のミス,💬 笑わせてくれる,👍 OK・了解・もちろん,💖 それ好き・いいね,,,my-bad.mp3,"ごめんね・私のミス / 例: My bad, I forgot. / 訳: ごめん、忘れてた。 / 由来: 「私の悪(=私のミス)」って軽く謝る言い方。ゲームやスポーツでちょっとしたミスをした時に、深刻にならずに「MB!(ごめん!)」って謝る感じ。",latemon,idle
遅刻ピンチの言い訳集,mcq,it slipped my mind,it slipped my mind,「it slipped my mind」の意味は?,忘れちゃった,遅れそう,I'm running late,遅れちゃった／遅れそう,,,it-slipped-my-mind.mp3,"忘れちゃった / 例: Sorry, it slipped my mind. / 訳: ごめん、忘れちゃった。 / 由来: 「頭からすべり落ちた」= 「うっかり忘れてた」って意味。「forgot」より少し丁寧な言い方で、仕事の謝罪でも使える便利な表現。",latemon,idle
遅刻ピンチの言い訳集,mcq,it slipped my mind,"Sorry, ____.　(ごめん、忘れちゃった。)",空欄に入るのは?,it slipped my mind,I'm running behind,low-key freaking out,not too shabby,,,it-slipped-my-mind.mp3,"ごめん、忘れちゃった。 / 例: Sorry, ____. / 訳: ごめん、忘れちゃった。 / 由来: 「頭からすべり落ちた」= 「うっかり忘れてた」って意味。「forgot」より少し丁寧な言い方で、仕事の謝罪でも使える便利な表現。",latemon,idle
遅刻ピンチの言い訳集,listen,it slipped my mind,it slipped my mind,何と言っていますか?,it slipped my mind,it slept my mind,,,,,it-slipped-my-mind.mp3,"忘れちゃった / 例: Sorry, it slipped my mind. / 訳: ごめん、忘れちゃった。 / 由来: 「頭からすべり落ちた」= 「うっかり忘れてた」って意味。「forgot」より少し丁寧な言い方で、仕事の謝罪でも使える便利な表現。",latemon,idle
遅刻ピンチの言い訳集,mcq_image,it slipped my mind,it slipped my mind,「it slipped my mind」に合う意味は?,💭 忘れちゃった,💬 ⏰ 遅れそう,😰 ちょっとパニックになってる,🗣️ 噂話して／ぶっちゃけて,,,it-slipped-my-mind.mp3,"忘れちゃった / 例: Sorry, it slipped my mind. / 訳: ごめん、忘れちゃった。 / 由来: 「頭からすべり落ちた」= 「うっかり忘れてた」って意味。「forgot」より少し丁寧な言い方で、仕事の謝罪でも使える便利な表現。",latemon,idle
遅刻ピンチの言い訳集,mcq,hang,hang,「hang」の意味は?,遊ぶ・つるむ,遅れそう,I'm running late,遅れちゃった／遅れそう,,,hang.mp3,遊ぶ・つるむ / 例: Let's hang this weekend! / 訳: 週末に遊ぼう！ / 略: hang out（つるむ）を短くしたもの / 由来: 「hang out(一緒に過ごす、遊ぶ)」を短くした言い方。「Let's hang!」で「一緒に遊ぼうよ!」って軽く誘う感じで使うよ。,latemon,idle
遅刻ピンチの言い訳集,mcq,hang,Let's _____ this weekend!　(週末に遊ぼう！),空欄に入るのは?,hang,Bestie,Not fair,Literally,,,hang.mp3,遊ぶ・つるむ / 例: Let's Hang this weekend! / 訳: 週末に遊ぼう！ / 略: hang out（つるむ）を短くしたもの / 由来: 「hang out(一緒に過ごす、遊ぶ)」を短くした言い方。「Let's hang!」で「一緒に遊ぼうよ!」って軽く誘う感じで使うよ。,latemon,idle
遅刻ピンチの言い訳集,listen,hang,hang,何と言っていますか?,hang,Hung,,,,,hang.mp3,遊ぶ・つるむ / 例: Let's hang this weekend! / 訳: 週末に遊ぼう！ / 略: hang out（つるむ）を短くしたもの / 由来: 「hang out(一緒に過ごす、遊ぶ)」を短くした言い方。「Let's hang!」で「一緒に遊ぼうよ!」って軽く誘う感じで使うよ。,latemon,idle
遅刻ピンチの言い訳集,mcq_image,hang,hang,「hang」に合う意味は?,🎉 遊ぶ・つるむ,💬 決定的瞬間を捉えられた,😬 きもい・気持ち悪い,😂 ツボる・大笑い,,,hang.mp3,遊ぶ・つるむ / 例: Let's hang this weekend! / 訳: 週末に遊ぼう！ / 略: hang out（つるむ）を短くしたもの / 由来: 「hang out(一緒に過ごす、遊ぶ)」を短くした言い方。「Let's hang!」で「一緒に遊ぼうよ!」って軽く誘う感じで使うよ。,latemon,idle
遅刻ピンチの言い訳集,mcq,catch you later,catch you later,「catch you later」の意味は?,またね／じゃあね,遅れそう,I'm running late,遅れちゃった／遅れそう,,,catch-you-later.mp3,またね／じゃあね / 例: See you! — Catch you later! / 訳: またね！ーじゃあね！ / 由来: 「あとで捕まえるね」= 「またあとで会おうね!」の親しみを込めた別れの挨拶。サーフィンで有名なカリフォルニアで生まれたって言われてる、明るい別れの言葉だよ。,latemon,idle
遅刻ピンチの言い訳集,mcq,catch you later,See you! — ____!　(またね！ーじゃあね！),空欄に入るのは?,catch you later,if you say so,no doubt,exactly my thought,,,catch-you-later.mp3,またね！ーじゃあね！ / 例: See you! — ____! / 訳: またね！ーじゃあね！ / 由来: 「あとで捕まえるね」= 「またあとで会おうね!」の親しみを込めた別れの挨拶。サーフィンで有名なカリフォルニアで生まれたって言われてる、明るい別れの言葉だよ。,latemon,idle
遅刻ピンチの言い訳集,listen,catch you later,catch you later,何と言っていますか?,catch you later,catch you letter,,,,,catch-you-later.mp3,またね／じゃあね / 例: See you! — Catch you later! / 訳: またね！ーじゃあね！ / 由来: 「あとで捕まえるね」= 「またあとで会おうね!」の親しみを込めた別れの挨拶。サーフィンで有名なカリフォルニアで生まれたって言われてる、明るい別れの言葉だよ。,latemon,idle
遅刻ピンチの言い訳集,mcq_image,catch you later,catch you later,「catch you later」に合う意味は?,👋 またね／じゃあね,🗣️ 噂話して／ぶっちゃけて,💬 あなたがそう言うなら,💯 マジで／嘘じゃない,,,catch-you-later.mp3,またね／じゃあね / 例: See you! — Catch you later! / 訳: またね！ーじゃあね！ / 由来: 「あとで捕まえるね」= 「またあとで会おうね!」の親しみを込めた別れの挨拶。サーフィンで有名なカリフォルニアで生まれたって言われてる、明るい別れの言葉だよ。,latemon,idle
腹筋崩壊！笑いのリアクション,translate,I'm dead,面白すぎた！,並び替えて英文を作ろう,I was dead,,,,,video|hilarious|I|was|dead|took,i-m-dead.mp3,面白すぎ／爆笑 / 例: I was dead! / 訳: 面白すぎた！ / 由来: 直訳は「死んでる」。でも本当の意味は「面白すぎて笑い死んだ!」。日本の「死ぬwww」と全く同じイメージだよ。,bakumon,idle
腹筋崩壊！笑いのリアクション,translate,took me out,その動画でツボった！,並び替えて英文を作ろう,That video took me out,,,,,me|took|out|video|was|hilarious|That|dead,took-me-out.mp3,ツボった／爆笑した / 例: That video took me out! / 訳: その動画でツボった！ / 由来: 直訳「私をノックアウトした」。面白すぎて倒されちゃった=爆笑した!って意味。TikTokで面白い動画にコメントする時の定番。,bakumon,idle
カフェで秘密の暴露タイム,translate,spill the tea,ねぇ！話してよ！,並び替えて英文を作ろう,Spill the tea,,,,,tea|the|Spill|me|she|pocket,spill-the-tea.mp3,噂話して／ぶっちゃけて / 例: Spill the tea! / 訳: ねぇ！話してよ！ / 由来: 昔からお茶を飲みながらオシャベリするから「tea(お茶)= ウワサ話」の意味に。「お茶(=秘密)をこぼす」で「ウワサ話をぶちまける」ってこと。「Spill the tea!」で「ねぇねぇ、話して話して!」の意味。,teamon,idle
カフェで秘密の暴露タイム,translate,ghost,デートのあと彼女が音信不通になった。,並び替えて英文を作ろう,She ghosted me after our date,,,,,date|She|after|our|ghosted|out|audacity|that|me,ghost.mp3,急に連絡を絶つ / 例: She ghosted me after our date. / 訳: デートのあと彼女が音信不通になった。 / 由来: 「幽霊(ghost)みたいにスーッと消える」からきてる言葉。デート相手が返事もしないで急に音信不通になっちゃう時に「ghosted された」って使うよ。,teamon,idle
カフェで秘密の暴露タイム,translate,cringe,あのTikTok、まじで痛かった。,並び替えて英文を作ろう,That TikTok was so cringe,,,,,so|TikTok|That|the|cringe|was|of|audacity,cringe.mp3,イタい／見てられない / 例: That TikTok was so cringe. / 訳: あのTikTok、まじで痛かった。 / 由来: 見てるこっちが「うわ〜」って身をすくめちゃうくらい痛々しい、恥ずかしい、って意味。イタい動画やSNS投稿を見た時の反応にピッタリ。,teamon,idle
カフェで秘密の暴露タイム,translate,out of pocket,それやばすぎでしょ!,並び替えて英文を作ろう,That's so out of pocket,,,,,me|That's|of|she|audacity|out|pocket|so,out-of-pocket.mp3,やばすぎ／常識外れ / 例: That's so out of pocket! / 訳: それやばすぎでしょ! / 由来: 直訳は「ポケットから外」で「常識のワクからハミ出てる」イメージ。誰かがぶっ飛んだ発言や行動をした時に「out of pocket!」って呆れ半分で使うよ。,teamon,idle
カフェで秘密の暴露タイム,translate,the audacity,彼、よくもそんなこと！,並び替えて英文を作ろう,The audacity of him,,,,,after|tea|him|The|of|audacity|cringe,the-audacity.mp3,よくもそんなことを！ / 例: The audacity of him! / 訳: 彼、よくもそんなこと！ / 由来: 「よくもまあ!」って呆れたリアクション。誰かが図々しいことをした時、「The audacity!!」って叫ぶだけで「信じられない!」の気持ちが伝わるよ。,teamon,idle
パーティーでテンション爆上げ,translate,fire,あの曲マジで最高！,並び替えて英文を作ろう,That song is fire,,,,,fire|That|outfit|party|song|is|omg,fire.mp3,超イケてる／最高 / 例: That song is fire! / 訳: あの曲マジで最高！ / 由来: 🔥「燃えてる」ってことで「めっちゃアツい!最高!」の意味。音楽・料理・ファッション、なんでも「マジで最高!」って褒めたい時に使えるよ。,firemon,idle
パーティーでテンション爆上げ,translate,lit,このパーティ最高！,並び替えて英文を作ろう,This party is lit,,,,,lit|that|is|party|This|way|omg,lit.mp3,最高！／盛り上がってる / 例: This party is lit! / 訳: このパーティー最高！ / 由来: 「点火された」から「盛り上がってる!」って意味に。パーティーやライブが「めっちゃ楽しい!」って時に「It's lit!!」って言うと超盛り上がる感じが伝わる。,firemon,idle
パーティーでテンション爆上げ,translate,no way,マジで！？うそでしょ！,並び替えて英文を作ろう,No way,,,,,No|outfit|out|way|omg,no-way.mp3,マジで！？／うそでしょ！ / 例: No way! / 訳: マジで！？うそでしょ！ / 由来: 「うそでしょ!」「マジで!?」の定番リアクション。びっくりした時、驚いた時、単純に「ありえない!」って言いたい時に。会話でよく使うよ。,firemon,idle
パーティーでテンション爆上げ,translate,that's sick,見て！すごい！,並び替えて英文を作ろう,Check this out that's sick,,,,,sick|your|this|fire|out|Check|you|That's,that-s-sick.mp3,すごい！／最高！ / 例: Check this out! That's sick! / 訳: 見て！すごい！ / 由来: 「sick=病気」なのに、逆に「めっちゃクール!」って意味。「マジで最悪」を反対に「マジで最高」って言うのは、スケボー好きな子たちが言い始めたって言われてるよ。,firemon,idle
パーティーでテンション爆上げ,translate,slay,その服イケすぎ！,並び替えて英文を作ろう,OMG you slayed in your outfit,,,,,slayed|OMG|your|you|lit|outfit|out|that|in,slay.mp3,圧勝する・最高・イケてる / 例: OMG you slayed in your outfit! / 訳: その服イケすぎ！ / 由来: 直訳は「(敵を)倒す」だけど、「圧倒的にキメる!」って意味。服がキマってる、ダンスがすごい、そんな時に「You slayed!(かっこよすぎ!)」って褒めるよ。,firemon,idle
推しに惚れちゃう褒め殺し,translate,ate,彼女の演技、最高だった。,並び替えて英文を作ろう,She ate that performance,,,,,She|ate|win|performance|snatched|that|had,ate.mp3,完璧にやり遂げた／最高だった,slaymon,idle
推しに惚れちゃう褒め殺し,translate,snatched,彼女のバッグ、イケてる！,並び替えて英文を作ろう,Her bag is snatched,,,,,bag|is|had|gz|Her|snatched|on,snatched.mp3,イケてる／キマってる / 例: Her bag is snatched! / 訳: 彼女のバッグ、イケてる！ / 由来: 「引き締まってる」「キリッとしてる」って意味。眉毛やヘアスタイル、服装がめっちゃキマってる時に「Your brows are snatched!(眉毛キマってる!)」って褒めるフレーズ。,slaymon,idle
推しに惚れちゃう褒め殺し,translate,GZ,勝利おめでとう！,並び替えて英文を作ろう,GZ on your win,,,,,glow|your|on|you|GZ|that|win,gz.mp3,おめでとう / 例: GZ on your win! / 訳: 勝利おめでとう！ / 略: GZ = Congratulations（おめでとう）を超短縮したもの / 由来: Congratulations→Grats→GZと段々短くなった形。ゲームで仲間が勝ったり、達成した時にサッと「GZ!」ってチャットで送るよ。,slaymon,idle
推しに惚れちゃう褒め殺し,translate,kudos,勝利おめでとう、よくやったね！,並び替えて英文を作ろう,Kudos on the win,,,,,she|on|win|the|had|Kudos|your,kudos.mp3,よくやったね／お見事 / 例: Kudos on the win! / 訳: 勝利おめでとう、よくやったね！ / 由来: ちょっと大人っぽい褒め言葉で「よくやったね!」「お見事!」。友達が試験に受かった時なんかに「Kudos!」って言うと、少し格好つけた褒め方になるよ。,slaymon,idle
推しに惚れちゃう褒め殺し,translate,glow up,彼女、垢抜けたね。,並び替えて英文を作ろう,She had a glow up,,,,,is|bag|up|had|on|She|glow|a,glow-up.mp3,見違えるほど垢抜ける / 例: She had a glow up. / 訳: 彼女、垢抜けたね。 / 由来: 「キラキラ度が上がる」= 見違えるくらい垢抜けた、成長したって意味。昔と今の写真を並べて「Glow up!」って言うと、「めっちゃ変わったね(良い意味で)」って感じ。,slaymon,idle
サクッと相槌タイム,translate,bet,いいね！行こう！,並び替えて英文を作ろう,Person B bet,,,,,BET|the|Person|B|not|for,bet.mp3,いいね！／了解 / 例: Person B: BET! / 訳: いいね！行こう！ / 由来: 元は「賭ける」だけど、若者言葉では「OK!任せて!」の意味。「明日集まる?」→「Bet.(了解!)」みたいに一言で使えるから超便利。,betmon,idle
サクッと相槌タイム,translate,no doubt,確かに。もう終わるなんて信じられない。,並び替えて英文を作ろう,No doubt Can't believe it's over,,,,,over|doubt|true|bet|believe|Can't|it's|No|not,no-doubt.mp3,確かに／絶対そう / 例: No doubt. Can't believe it's over. / 訳: 確かに。もう終わるなんて信じられない。 / 由来: 直訳「疑いなし」= 「もちろん!」「間違いなくそう!」って強く同意する時に。,betmon,idle
サクッと相槌タイム,translate,that's for sure,彼が一番面白い。ーそれは間違いない。,並び替えて英文を作ろう,He's the funniest that's for sure,,,,,the|funniest|true|doubt|sure|bet|for|That's|He's,that-s-for-sure.mp3,それは間違いない / 例: He's the funniest. — That's for sure. / 訳: 彼が一番面白い。ーそれは間違いない。 / 由来: 「それはたしかにそう!」って強く同意する時のフレーズ。相手の意見に完全に賛成する時に使うよ。,betmon,idle
サクッと相槌タイム,translate,not bad,どう？ー悪くないね。,並び替えて英文を作ろう,How is it not bad,,,,,is|the|How|Not|bet|bad|over|it,not-bad.mp3,悪くないね／いい感じ / 例: How is it? — Not bad. / 訳: どう？ー悪くないね。 / 由来: 「悪くないね」って言いつつ、実は「かなりいい!」って思ってる時の遠回しな褒め方。イギリス人がよく使う、ちょっとクールな褒め言葉なんだ。,betmon,idle
友達の話に全力共感,translate,I feel you,わかるよ。あれは不運だったね。,並び替えて英文を作ろう,I feel you That was unlucky,,,,,mood|you|thought|feel|I|That|was|it|unlucky,i-feel-you.mp3,わかるよ／同感 / 例: I feel you. That was unlucky. / 訳: わかるよ。あれは不運だったね。 / 由来: 直訳「あなたを感じる」= 「あなたの気持ち、わかるよ」の意味。友達の悩みやグチに温かく共感したい時にピッタリ。,feelmon,idle
友達の話に全力共感,translate,big mood,その気持ちマジでわかるー,並び替えて英文を作ろう,That's such a big mood,,,,,me|that|a|about|That's|such|mood|big,big-mood.mp3,超わかる／それな / 例: That's such a big mood! / 訳: その気持ちマジでわかるー / 由来: 「大きな気分」= 「めっちゃそれ!」「同じ気分!」って共感する時に。SNSでみんなが同じ気持ちのポストに「Big mood.」ってコメントするのが定番。,feelmon,idle
友達の話に全力共感,translate,tell me about it,ほんとそれ。俺もだよ。,並び替えて英文を作ろう,Tell me about it Same here,,,,,big|mood|Tell|it|about|exactly|Same|me|here,tell-me-about-it.mp3,ほんとそれ／同感だよ / 例: Tell me about it. Same here. / 訳: ほんとそれ。俺もだよ。 / 由来: 直訳と逆で「わかる〜、ほんとそれ〜」って強く共感する言い方。「教えて」じゃなくて「わかってるって!」の意味だから、はじめて聞くとビックリするかも。,feelmon,idle
友達の話に全力共感,translate,exactly my thought,私も今そう思ってた！,並び替えて英文を作ろう,Exactly my thought,,,,,thought|Exactly|tell|was|my|unlucky,exactly-my-thought.mp3,私もそう思ってた / 例: Exactly my thought! / 訳: 私も今そう思ってた！ / 由来: 「まさに私が思ってた!」って完全同意の意味。「実は私もそう思ってた!」って盛り上がりたい時のフレーズ。,feelmon,idle
地味にイラッとした本音,translate,salty,彼、負けたから機嫌悪いんだよ。,並び替えて英文を作ろう,He's salty because he lost,,,,,salty|He's|so|lost|are|he|because|annoying,salty.mp3,拗ねてる／不機嫌 / 例: He's salty because he lost. / 訳: 彼、負けたから機嫌悪いんだよ。 / 由来: 「塩っぽい」= 拗ねてる、機嫌が悪い、悔しがってるって意味。ゲームやスポーツで負けて「くそ〜!」って怒ってる人に「Don't be salty!」って使うよ。,saltmon,idle
地味にイラッとした本音,translate,jelly,ラッキーだね。うらやましい！,並び替えて英文を作ろう,You're so lucky I'm jelly,,,,,lucky|I'm|he|jelly|so|You're|annoying|are,jelly.mp3,うらやましい / 例: You're so lucky. I'm jelly! / 訳: ラッキーだね。うらやましい！ / 略: Jealous（嫉妬してる）を可愛く縮めたもの / 由来: 「いいな〜、うらやましい〜」って可愛らしく嫉妬する言い方。本気の嫉妬じゃなくて、冗談っぽい軽いニュアンスだよ。,saltmon,idle
地味にイラッとした本音,translate,pressed,なんでそんな焦ってんの？,並び替えて英文を作ろう,Why are you so pressed,,,,,because|salty|you|jelly|Why|are|so|pressed,pressed.mp3,イライラ／焦ってる / 例: Why are you so pressed? / 訳: なんでそんな焦ってんの？ / 由来: 「押さえつけられた」= イライラ、ピリピリ、焦ってるって意味。「なんでそんなカリカリしてるの?」って言いたい時「Why you so pressed?」って使うよ。,saltmon,idle
地味にイラッとした本音,translate,so annoying,それむかつく。,並び替えて英文を作ろう,That's so annoying,,,,,you|annoying|are|why|so|That's,so-annoying.mp3,むかつく・うざい / 例: That's so annoying. / 訳: それむかつく。 / 由来: 「めっちゃウザい!」って定番のイライラ表現。人にも状況にも使えて超便利。,saltmon,idle
遅刻ピンチの言い訳集,translate,I'm running late,ちょっと遅れそう。すぐ行くよ。,並び替えて英文を作ろう,I'm running late Be there soon,,,,,soon|there|running|forgot|mind|later|Be|late|I'm,i-m-running-late.mp3,遅れそう / 例: I'm running late. Be there soon. / 訳: ちょっと遅れそう。すぐ行くよ。 / 由来: 「予定に走って追いつこうとしてる=遅れそう」の意味。ビジネスでもプライベートでも使える万能フレーズ。,latemon,idle
遅刻ピンチの言い訳集,translate,I'm running behind,ごめん、遅れちゃった。,並び替えて英文を作ろう,Sorry I'm running behind,,,,,there|behind|weekend|Sorry|catch|running|I'm,i-m-running-behind.mp3,"遅れちゃった／遅れそう / 例: Sorry, I'm running behind. / 訳: ごめん、遅れちゃった。 / 由来: 「予定より後ろを走ってる=スケジュールが押してる」。「running late」より少し丁寧で、仕事や医者の予約で「少しお待ちください」って伝える時にも使うよ。",latemon,idle
遅刻ピンチの言い訳集,translate,my bad,ごめん、忘れてた。,並び替えて英文を作ろう,My bad I forgot,,,,,behind|I|My|bad|be|forgot|slipped,my-bad.mp3,"ごめんね・私のミス / 例: My bad, I forgot. / 訳: ごめん、忘れてた。 / 由来: 「私の悪(=私のミス)」って軽く謝る言い方。ゲームやスポーツでちょっとしたミスをした時に、深刻にならずに「MB!(ごめん!)」って謝る感じ。",latemon,idle
遅刻ピンチの言い訳集,translate,it slipped my mind,ごめん、忘れちゃった。,並び替えて英文を作ろう,Sorry it slipped my mind,,,,,behind|mind|slipped|Sorry|my|be|weekend|it,it-slipped-my-mind.mp3,"忘れちゃった / 例: Sorry, it slipped my mind. / 訳: ごめん、忘れちゃった。 / 由来: 「頭からすべり落ちた」= 「うっかり忘れてた」って意味。「forgot」より少し丁寧な言い方で、仕事の謝罪でも使える便利な表現。",latemon,idle
遅刻ピンチの言い訳集,translate,hang,週末に遊ぼう！,並び替えて英文を作ろう,Let's hang this weekend,,,,,weekend|Let's|hang|this|late|be|behind,hang.mp3,遊ぶ・つるむ / 例: Let's hang this weekend! / 訳: 週末に遊ぼう！ / 略: hang out（つるむ）を短くしたもの / 由来: 「hang out(一緒に過ごす、遊ぶ)」を短くした言い方。「Let's hang!」で「一緒に遊ぼうよ!」って軽く誘う感じで使うよ。,latemon,idle
